iter	Logloss
258	0.4594936711
259	0.4590133258
260	0.4586772578
261	0.4579115255
262	0.4574703489
263	0.4571902071
264	0.4568624496
265	0.4563768251
266	0.4560948781
267	0.4556878635
268	0.4552490371
269	0.4547291824
270	0.4541691031
271	0.453821046
272	0.4533114774
273	0.4528417247
274	0.452432939
275	0.4521166938
276	0.4515497684
277	0.4511492593
278	0.4506891796
279	0.4502966745
280	0.4498098918
281	0.4494188854
282	0.4488780839
283	0.4485601698
284	0.4482858862
285	0.4480837754
286	0.4475076539
287	0.4473494121
288	0.446911335
289	0.4465457712
290	0.4461793218
291	0.4458545957
292	0.4455326285
293	0.4450322219
294	0.44454469
295	0.4439869608
296	0.4437880516
297	0.4435674122
298	0.4430202757
299	0.4427503858
300	0.4423357078
301	0.4417927606
302	0.4413502216
303	0.4410286631
304	0.4406340803
305	0.4402167456
306	0.4399200848
307	0.4394839151
308	0.4390728814
309	0.4387045588
310	0.4383826256
311	0.4380366121
312	0.4377351148
313	0.4373364449
314	0.4371652944
315	0.4369739124
316	0.4365617207
317	0.4360702719
318	0.435823713
319	0.435495615
320	0.435087204
321	0.4345474924
322	0.4341205869
323	0.4337060452
324	0.4334846905
325	0.4329758372
326	0.4325646673
327	0.4322559493
328	0.4317931448
329	0.4315854481
330	0.4312007427
331	0.4309520721
332	0.4307401861
333	0.4303567069
334	0.4299576623
335	0.4293396132
336	0.4289877415
337	0.4285640376
338	0.4281853948
339	0.4278541633
340	0.4275516101
341	0.4272730691
342	0.4267545768
343	0.4264931679
344	0.4261875153
345	0.425765889
346	0.4257465771
347	0.4252468858
348	0.4249323436
349	0.4245687893
350	0.4242117746
351	0.4238065992
352	0.4233685221
353	0.4228177752
354	0.4225355898
355	0.4222242151
356	0.4219260556
357	0.4216846398
358	0.4213840621
359	0.4211382866
360	0.4208322593
361	0.4206507547
362	0.4204792976
363	0.4201243264
364	0.4198017802
365	0.419164317
366	0.4188142845
367	0.4184943948
368	0.418011461
369	0.417538711
370	0.4173153809
371	0.4169801985
372	0.4166456972
373	0.4163110256
374	0.4160211427
375	0.4155672278
376	0.4153373923
377	0.4150269713
378	0.4148060935
379	0.414536408
380	0.4142890658
381	0.4139648165
382	0.4135420322
383	0.4133727551
384	0.4131513323
385	0.412749018
386	0.4124035835
387	0.4119690827
388	0.4117615564
389	0.411494221
390	0.4110760008
391	0.4107101645
392	0.4102667059
393	0.4098916735
394	0.4096214431
395	0.4094078541
396	0.4091455255
397	0.4087422235
398	0.4083853449
399	0.4082646029
400	0.4079392978
401	0.4075907639
402	0.407383476
403	0.4072658675
404	0.4070647103
405	0.4066216264
406	0.4063170978
407	0.405991997
408	0.4058526584
409	0.4056363787
410	0.4053980282
411	0.4051200662
412	0.4048389707
413	0.4044852257
414	0.4041973523
415	0.4039417676
416	0.4037441526
417	0.4032435417
418	0.4029844829
419	0.4028346198
420	0.4027813503
421	0.4022988251
422	0.4022100312
423	0.401612963
424	0.4011814935
425	0.4008744444
426	0.4006813935
427	0.4004574163
428	0.4001590865
429	0.3999498572
430	0.3996214867
431	0.3993460791
432	0.3988916533
433	0.3986310618
434	0.3984294278
435	0.3982678482
436	0.3980816432
437	0.3977210862
438	0.3974270139
439	0.3972664901
440	0.3969627448
441	0.3966565473
442	0.3964024271
443	0.3961595808
444	0.3958471162
445	0.3955657142
446	0.3953075409
447	0.3952934742
448	0.3950879233
449	0.3949896267
450	0.3947261402
451	0.3944384711
452	0.3941549574
453	0.393834046
454	0.3935203212
455	0.393038341
456	0.3928476402
457	0.3926120486
458	0.3923307828
459	0.392088277
460	0.3918659687
461	0.391726562
462	0.391444615
463	0.3914202281
464	0.391151292
465	0.3908668586
466	0.3905721733
467	0.3903097425
468	0.3900168283
469	0.3898313046
470	0.3893362113
471	0.3890280724
472	0.388610908
473	0.3883687428
474	0.3881982395
475	0.3878800188
476	0.387656314
477	0.3874051911
478	0.3870503221
479	0.3868555341
480	0.3866311482
481	0.3863683428
482	0.3860790389
483	0.3858491353
484	0.3856235232
485	0.3853974683
486	0.3851487977
487	0.3849597318
488	0.3846799306
489	0.3842466899
490	0.3840554442
491	0.3839165143
492	0.3837519714
493	0.3835220337
494	0.3830815043
495	0.3828315735
496	0.3826339926
497	0.3823673385
498	0.3821496964
499	0.3818667276
500	0.3816932951
501	0.3814835889
502	0.3812619618
503	0.3811182295
504	0.3807484082
505	0.380426475
506	0.3800631251
507	0.3797598566
508	0.3796384675
509	0.3794199739
510	0.3790988241
511	0.3788074766
512	0.3787334987
513	0.3785122463
514	0.3784093516
515	0.3781610216
516	0.3778541429
517	0.3776442323
518	0.3774585383
519	0.3773069382
520	0.377090965
521	0.3768923623
522	0.3766948496
523	0.3763857569
524	0.3762138571
525	0.3760151863
526	0.375675508
527	0.3754764284
528	0.3752097402
529	0.3749275208
530	0.3748269762
531	0.3744652271
532	0.3741396495
533	0.3739728246
534	0.3737202712
535	0.3735597134
536	0.3732485771
537	0.3729496683
538	0.3727939129
539	0.3725658485
540	0.3723099572
541	0.3718438489
542	0.3714240279
543	0.371383122
544	0.3710157871
545	0.3708342143
546	0.3705236912
547	0.3703401429
548	0.3701088769
549	0.3699532236
550	0.3697416442
551	0.3693917479
552	0.369221483
553	0.3690830639
554	0.3688817024
555	0.3685886519
556	0.3684175355
557	0.3680416175
558	0.3677144051
559	0.367394822
560	0.3670588561
561	0.3668944495
562	0.3666013309
563	0.3663465296
564	0.3660063403
565	0.3657580784
566	0.365590913
567	0.3651200703
568	0.3648495674
569	0.364595856
570	0.364279168
571	0.3640459946
572	0.3637607438
573	0.3635995047
574	0.3634282521
575	0.3632168429
576	0.3630282879
577	0.3627881323
578	0.3625142915
579	0.3622500215
580	0.3620602063
581	0.3616803714
582	0.3614402499
583	0.3612220287
584	0.3609575544
585	0.3607722351
586	0.3605093275
587	0.3603249618
588	0.3601168905
589	0.3599824905
590	0.3596119881
591	0.3592976161
592	0.3590752738
593	0.3589435305
594	0.3585804531
595	0.3583705085
596	0.3580787863
597	0.3577728953
598	0.3575059005
599	0.3571134295
600	0.357025419
601	0.3569054263
602	0.356627839
603	0.3564693587
604	0.3562758991
605	0.3559914998
606	0.3557355063
607	0.3554099628
608	0.3552160604
609	0.3549676623
610	0.3547472954
611	0.3546148028
612	0.3543889523
613	0.3542406218
614	0.3540723324
615	0.3539135797
616	0.3536527838
617	0.3533572469
618	0.3531962803
619	0.3528716905
620	0.3525407995
621	0.3523316724
622	0.3521244185
623	0.3518940721
624	0.3515861375
625	0.3512415886
626	0.3508730275
627	0.3506614821
628	0.3502630506
629	0.35005876
630	0.3498869283
631	0.3497481346
632	0.349515404
633	0.3493221487
634	0.3490221841
635	0.3487770217
636	0.3484533514
637	0.3480542728
638	0.3478439195
639	0.3475953511
640	0.3474240303
641	0.3471397672
642	0.3469162669
643	0.3467668465
644	0.3465839114
645	0.3464510441
646	0.3462184838
647	0.3460389205
648	0.345872845
649	0.3457016604
650	0.3455449172
651	0.345311233
652	0.3450322832
653	0.3447252001
654	0.3444974082
655	0.3442452976
656	0.3439853191
657	0.3436022827
658	0.3433628423
659	0.3432384218
660	0.3430288179
661	0.3428100858
662	0.3425734384
663	0.3424321583
664	0.3422071253
665	0.3420422418
666	0.3417039599
667	0.3414371354
668	0.3412504537
669	0.3411147254
670	0.3409477302
671	0.3407096182
672	0.3404645579
673	0.3403167043
674	0.340072155
675	0.3398115976
676	0.3395553998
677	0.3394172532
678	0.3391908237
679	0.3388145311
680	0.3385680062
681	0.3382388524
682	0.3378975051
683	0.3375505379
684	0.3371676717
685	0.3370285715
686	0.3368341923
687	0.3365983963
688	0.3364827292
689	0.336287771
690	0.3361061982
691	0.3359004429
692	0.335613966
693	0.3353185654
694	0.3349600179
695	0.3347229958
696	0.3346742902
697	0.3345207487
698	0.3343549797
699	0.3341212954
700	0.3339106015
701	0.3337681634
702	0.3335804258
703	0.3332800865
704	0.3329148974
705	0.3326360839
706	0.3323410239
707	0.3321306365
708	0.3319456918
709	0.3316172872
710	0.3314733165
711	0.3313212395
712	0.331182003
713	0.3310410295
714	0.3308262484
715	0.3306533269
716	0.33045578
717	0.3301702227
718	0.3299752304
719	0.3297766277
720	0.329669748
721	0.3294472013
722	0.3292888573
723	0.3291197504
724	0.328923021
725	0.3287756784
726	0.3286100115
727	0.3282990456
728	0.3280140332
729	0.3277391025
730	0.3274935314
731	0.3271905013
732	0.3268774578
733	0.3266194548
734	0.3264054571
735	0.3261681284
736	0.3256969793
737	0.325508322
738	0.3253595829
739	0.3251779079
740	0.3249530792
741	0.3247303963
742	0.3243859155
743	0.3242243358
744	0.3240855421
745	0.3236705235
746	0.3235108171
747	0.3233134406
748	0.3231825829
749	0.3230153833
750	0.3228752954
751	0.3226340158
752	0.3223749569
753	0.3221631731
754	0.3220564297
755	0.3218263217
756	0.3214907646
757	0.3212857928
758	0.3210115433
759	0.3207643032
760	0.3205328328
761	0.3202884538
762	0.3201840946
763	0.3199802126
764	0.3197950976
765	0.3196970395
766	0.31951734
767	0.3193078041
768	0.3190282072
769	0.3188791956
770	0.3187236786
771	0.3185242244
772	0.3181270191
773	0.317781789
774	0.3176459585
775	0.3174442223
776	0.3171833583
777	0.3169007642
778	0.3167944636
779	0.31664208
780	0.3165031842
781	0.3161871774
782	0.3159263475
783	0.3155789716
784	0.3153477056
785	0.3149924619
786	0.3148521355
787	0.3147425652
788	0.3146193709
789	0.3144063268
790	0.3141687938
791	0.3139350755
792	0.3137128013
793	0.3134271758
794	0.3132429123
795	0.3131382806
796	0.3127793585
797	0.3125870568
798	0.3124536106
799	0.3122133527
800	0.3117339611
801	0.3115223476
802	0.3113021851
803	0.3111504827
804	0.3109402657
805	0.3105718749
806	0.3104427883
807	0.3103331838
808	0.3101869311
809	0.310038805
810	0.3097857748
811	0.3096308027
812	0.3093851294
813	0.309264183
814	0.3091092791
815	0.3089062827
816	0.3086304324
817	0.3084358488
818	0.308291844
819	0.3080050605
820	0.3076728412
821	0.3074484553
822	0.3071931771
823	0.3070681436
824	0.3068819046
825	0.3067227432
826	0.3064617429
827	0.3061100074
828	0.3059088843
829	0.3057146072
830	0.3055123602
831	0.3054056849
832	0.3051177434
833	0.3049361706
834	0.304614612
835	0.3044198922
836	0.3042554855
837	0.3041816098
838	0.30395845
839	0.303792647
840	0.3036019461
841	0.3032616207
842	0.3029445921
843	0.3027857372
844	0.3026717731
845	0.3024828775
846	0.3022580828
847	0.3021953787
848	0.3018088
849	0.3015814168
850	0.3012948377
851	0.3010926247
852	0.3009042059
853	0.3007017544
854	0.300418411
855	0.3002590793
856	0.3000116348
857	0.2998050962
858	0.299579961
859	0.299322537
860	0.299077034
861	0.298909596
862	0.2986047949
863	0.2984529563
864	0.2983215877
865	0.2980915478
866	0.2979368482
867	0.2977796282
868	0.2973991462
869	0.2971186638
870	0.2968279294
871	0.2966599464
872	0.2965485709
873	0.2965097427
874	0.2963527271
875	0.2962925094
876	0.29612313
877	0.2959501743
878	0.2958031382
879	0.2955078397
880	0.2954566138
881	0.2953249386
882	0.2951395852
883	0.2949818884
884	0.2947540283
885	0.2944624083
886	0.2942626817
887	0.2941622734
888	0.2938735485
889	0.2937045097
890	0.2936077459
891	0.2934525013
892	0.2933124134
893	0.2931600979
894	0.2928613935
895	0.2927327156
896	0.292383807
897	0.2922344548
898	0.2919189589
899	0.2918291092
900	0.2914859908
901	0.2913183485
902	0.2911805085
903	0.2909880025
904	0.2908875261
905	0.2906837463
906	0.2905281952
907	0.2903011186
908	0.2899843965
909	0.2898441723
910	0.2895856925
911	0.2894017015
912	0.289266995
913	0.2891125679
914	0.2889774527
915	0.2888564382
916	0.2887477875
917	0.28840065
918	0.2883233343
919	0.2882046359
920	0.2880006518
921	0.2876772881
922	0.2874134949
923	0.287313291
924	0.2872018814
925	0.2870744296
926	0.2868082183
927	0.28652324
928	0.2863915648
929	0.2863460949
930	0.2862023285
931	0.2857826097
932	0.2857077462
933	0.2855432715
934	0.2854117325
935	0.2852520772
936	0.2850545985
937	0.2847614118
938	0.2844983339
939	0.2842661653
940	0.284116183
941	0.2839716332
942	0.2838567666
943	0.2837229286
944	0.2834655728
945	0.2832216876
946	0.2831178733
947	0.2830987317
948	0.2829390253
949	0.2828712463
950	0.2826127154
951	0.2823212487
952	0.2821118832
953	0.281972817
954	0.2817059755
955	0.2816316741
956	0.2813825267
957	0.2811388969
958	0.2810792923
959	0.2809580905
960	0.2808482306
961	0.2806615829
962	0.280530623
963	0.2803606987
964	0.2802642584
965	0.2801058463
966	0.2800079073
967	0.2796973842
968	0.279630065
969	0.2794593062
970	0.2791529724
971	0.2790538924
972	0.2788532972
973	0.2786726611
974	0.2784270218
975	0.2782475608
976	0.2780846357
977	0.277885437
978	0.2777967794
979	0.2776705878
980	0.2775006294
981	0.277262279
982	0.277156336
983	0.2769974811
984	0.2767570019
985	0.276650531
986	0.2764379978
987	0.276254671
988	0.2761526108
989	0.276046787
990	0.2758845602
991	0.2757499388
992	0.2755862645
993	0.275419099
994	0.2752476079
995	0.2750289781
996	0.2748472009
997	0.2746411221
998	0.2745608943
999	0.2745204994
